,trips_in_first_30_days,signup_date,avg_rating_of_driver,avg_surge,last_trip_date,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver,active,iPhone,city_King's Landing,city_Winterfell
8714,3,2014-01-23,3.7,1.0,2014-03-20,0.0,0,100.0,0.41,4.0,0,0,0,1
8715,2,2014-01-06,5.0,1.0,2014-05-10,0.0,0,80.0,0.85,4.4,0,0,0,1
8716,2,2014-01-18,5.0,1.0,2014-01-19,0.0,0,0.0,4.78,5.0,0,1,1,0
8717,10,2014-01-26,4.9,1.0,2014-06-22,0.0,1,44.7,3.48,4.5,1,1,0,1
8718,1,2014-01-16,5.0,1.0,2014-04-25,0.0,0,100.0,2.31,4.8,0,1,0,1
8719,1,2014-01-10,5.0,1.0,2014-05-30,0.0,1,100.0,14.04,5.0,0,1,0,1
8720,5,2014-01-23,4.6,1.02,2014-06-13,8.3,1,83.3,3.5,4.8,1,1,0,0
8721,0,2014-01-05,4.6,1.17,2014-06-28,21.1,1,47.4,2.41,4.7,1,1,1,0
8722,0,2014-01-31,5.0,1.06,2014-06-30,25.0,0,50.0,3.22,4.5,1,1,1,0
8723,1,2014-01-26,4.9,1.0,2014-01-26,0.0,0,0.0,19.79,5.0,0,1,0,1
8724,2,2014-01-31,4.9,1.0,2014-06-07,0.0,0,80.0,7.37,5.0,1,1,0,1
8725,4,2014-01-12,4.7,1.0,2014-01-13,0.0,0,50.0,2.24,5.0,0,1,0,1
8726,4,2014-01-08,4.7,1.25,2014-05-02,16.7,1,66.7,1.67,5.0,0,0,0,0
8727,1,2014-01-03,5.0,1.0,2014-01-03,0.0,0,100.0,4.94,5.0,0,0,1,0
8728,3,2014-01-08,4.9,1.0,2014-06-22,0.0,0,40.0,3.05,4.4,1,1,0,1
8729,2,2014-01-14,5.0,1.0,2014-06-04,0.0,1,100.0,35.43,5.0,1,1,1,0
8730,1,2014-01-22,5.0,1.0,2014-01-22,0.0,0,100.0,4.85,5.0,0,0,0,0
8731,0,2014-01-28,5.0,1.19,2014-06-26,25.0,0,100.0,2.69,4.5,1,1,0,1
8732,4,2014-01-18,3.9,1.13,2014-04-28,7.7,1,53.8,5.54,4.5,0,1,0,0
8733,3,2014-01-06,5.0,1.0,2014-06-27,0.0,1,71.4,6.84,4.6,1,1,0,1
8734,1,2014-01-31,3.0,1.0,2014-06-14,0.0,1,66.7,3.93,5.0,1,1,0,0
8735,0,2014-01-20,5.0,1.0,2014-06-23,0.0,1,0.0,1.11,5.0,1,1,0,1
8736,1,2014-01-08,5.0,1.0,2014-01-25,0.0,1,0.0,1.33,5.0,0,1,0,1
8737,1,2014-01-19,5.0,1.0,2014-02-17,0.0,1,0.0,6.46,5.0,0,1,0,1
8738,0,2014-01-12,5.0,1.0,2014-04-21,0.0,0,100.0,5.34,5.0,0,0,0,1
8739,1,2014-01-25,4.9,1.0,2014-02-23,0.0,0,0.0,14.79,5.0,0,1,0,1
8740,4,2014-01-12,4.4,1.3,2014-03-24,40.0,0,60.0,2.27,5.0,0,1,0,1
8741,0,2014-01-07,4.9,1.0,2014-05-27,0.0,0,100.0,5.36,5.0,0,0,0,1
8742,1,2014-01-23,4.9,1.0,2014-01-24,0.0,0,100.0,2.79,5.0,0,1,1,0
8743,2,2014-01-12,4.0,1.0,2014-01-12,0.0,0,0.0,3.66,5.0,0,1,0,1
8744,1,2014-01-12,4.3,1.0,2014-06-30,0.0,1,100.0,1.41,5.0,1,1,0,0
8745,0,2014-01-09,4.3,1.14,2014-05-19,22.2,1,0.0,2.93,4.4,0,1,0,1
8746,1,2014-01-05,4.0,1.46,2014-03-08,16.7,1,50.0,1.92,5.0,0,1,0,1
8747,4,2014-01-24,4.3,1.06,2014-06-15,25.0,1,50.0,1.8,5.0,1,1,1,0
8748,0,2014-01-18,4.9,1.0,2014-06-21,0.0,0,100.0,4.24,5.0,1,1,0,0
8749,0,2014-01-04,5.0,1.0,2014-06-02,0.0,0,50.0,4.64,5.0,1,1,0,1
8750,4,2014-01-20,5.0,1.0,2014-06-20,0.0,1,66.7,4.67,4.7,1,1,0,0
8751,3,2014-01-22,4.0,1.0,2014-02-21,0.0,0,100.0,13.28,5.0,0,1,0,0
8752,0,2014-01-20,5.0,1.0,2014-03-26,0.0,1,100.0,2.38,5.0,0,1,0,0
8753,0,2014-01-04,5.0,1.08,2014-04-12,7.7,1,61.5,2.86,5.0,0,0,0,0
8754,2,2014-01-30,5.0,1.0,2014-06-23,0.0,0,100.0,2.4,5.0,1,1,1,0
8755,6,2014-01-01,4.1,1.0,2014-05-03,0.0,1,63.6,11.21,4.4,0,1,0,1
8756,0,2014-01-03,5.0,1.19,2014-03-09,25.0,0,0.0,7.0,5.0,0,1,0,1
8757,0,2014-01-20,4.9,1.0,2014-05-29,0.0,0,100.0,2.08,5.0,0,1,0,0
8758,3,2014-01-02,4.8,1.12,2014-06-30,15.8,1,68.4,3.2,4.6,1,1,0,0
8759,4,2014-01-16,4.4,1.15,2014-06-28,13.0,1,56.5,3.39,4.2,1,1,0,1
8760,3,2014-01-30,5.0,1.0,2014-04-24,0.0,1,83.3,1.43,4.8,0,1,0,0
8761,1,2014-01-26,5.0,1.0,2014-01-30,0.0,0,100.0,13.35,5.0,0,0,0,0
8762,0,2014-01-18,4.9,1.0,2014-03-01,0.0,1,100.0,5.64,5.0,0,1,1,0
8763,0,2014-01-24,4.7,1.1,2014-06-05,11.8,0,73.5,3.91,4.6,1,1,0,0
8764,4,2014-01-23,4.8,1.0,2014-05-30,0.0,0,75.0,2.3,4.8,0,1,0,1
8765,0,2014-01-05,1.0,1.0,2014-05-16,0.0,0,100.0,0.69,2.0,0,1,0,1
8766,0,2014-01-09,4.9,1.0,2014-02-13,0.0,1,100.0,10.97,5.0,0,1,0,0
8767,2,2014-01-01,5.0,1.11,2014-06-29,14.3,0,71.4,3.86,5.0,1,1,0,0
8768,4,2014-01-10,4.7,1.38,2014-02-09,25.0,0,25.0,9.57,5.0,0,1,1,0
8769,3,2014-01-18,5.0,1.14,2014-04-30,14.3,1,100.0,3.58,4.9,0,0,1,0
8770,2,2014-01-12,5.0,1.0,2014-06-30,0.0,1,100.0,31.44,5.0,1,1,1,0
8771,10,2014-01-14,4.8,1.16,2014-06-27,12.1,1,94.8,3.2,4.8,1,1,0,1
8772,0,2014-01-11,5.0,1.0,2014-06-01,0.0,0,66.7,7.24,5.0,0,0,0,0
8773,1,2014-01-12,5.0,1.0,2014-01-12,0.0,1,0.0,13.65,5.0,0,1,0,1
8774,2,2014-01-11,4.2,1.16,2014-06-30,18.2,1,18.2,1.8,5.0,1,1,0,1
8775,1,2014-01-24,4.0,1.0,2014-01-25,0.0,1,100.0,13.79,5.0,0,1,0,1
8776,0,2014-01-06,4.9,1.0,2014-05-18,0.0,0,0.0,14.71,5.0,0,0,0,0
8777,0,2014-01-17,5.0,1.0,2014-06-02,0.0,0,50.0,2.29,5.0,1,1,1,0
8778,0,2014-01-24,4.9,1.0,2014-05-18,0.0,0,0.0,4.39,5.0,0,1,0,0
8779,2,2014-01-25,4.3,1.0,2014-03-15,0.0,1,50.0,3.63,4.8,0,0,1,0
8780,2,2014-01-27,5.0,1.0,2014-01-30,0.0,0,100.0,2.67,3.0,0,0,1,0
8781,3,2014-01-24,4.7,1.02,2014-07-01,5.0,1,55.0,4.13,4.8,1,1,1,0
8782,0,2014-01-21,5.0,1.57,2014-06-30,42.9,0,100.0,5.3,4.9,1,1,0,0
8783,1,2014-01-12,5.0,1.16,2014-06-11,25.0,0,62.5,24.97,5.0,1,1,1,0
8784,0,2014-01-31,5.0,1.15,2014-06-22,30.0,1,60.0,1.98,5.0,1,1,1,0
8785,3,2014-01-01,4.8,1.19,2014-06-28,20.0,0,70.0,5.7,4.6,1,1,0,0
8786,2,2014-01-25,3.0,1.0,2014-01-26,0.0,0,0.0,2.27,5.0,0,1,0,1
8787,8,2014-01-22,4.7,1.0,2014-04-20,0.0,0,93.3,2.97,4.7,0,0,1,0
8788,5,2014-01-30,5.0,1.0,2014-06-27,0.0,1,72.7,15.54,4.6,1,1,1,0
8789,7,2014-01-30,4.8,1.0,2014-02-15,0.0,0,57.1,3.39,5.0,0,1,0,0
8790,1,2014-01-06,5.0,1.0,2014-01-06,0.0,0,100.0,15.63,5.0,0,1,0,1
8791,0,2014-01-27,5.0,1.0,2014-03-30,0.0,1,25.0,8.55,5.0,0,0,0,0
8792,3,2014-01-18,4.4,1.0,2014-05-17,0.0,0,58.3,6.63,5.0,0,0,1,0
8793,1,2014-01-14,5.0,1.0,2014-01-15,0.0,0,100.0,22.0,5.0,0,0,0,0
8794,2,2014-01-21,4.3,1.0,2014-06-30,0.0,1,66.7,11.8,5.0,1,1,1,0
8795,0,2014-01-15,5.0,1.0,2014-06-29,0.0,1,0.0,1.98,5.0,1,1,0,1
8796,2,2014-01-06,4.8,1.1,2014-06-06,16.1,0,80.6,7.85,4.6,1,1,0,1
8797,2,2014-01-11,4.6,1.36,2014-03-29,57.1,0,28.6,1.28,4.9,0,1,0,0
8798,1,2014-01-25,5.0,2.25,2014-01-26,100.0,0,0.0,4.12,5.0,0,0,0,0
8799,0,2014-01-09,5.0,1.0,2014-06-23,0.0,0,50.0,4.5,5.0,1,1,0,1
8800,7,2014-01-19,4.6,1.25,2014-05-31,25.0,0,16.7,2.41,5.0,0,1,0,0
8801,2,2014-01-21,4.3,1.0,2014-06-18,0.0,1,50.0,9.65,4.0,1,0,0,1
8802,0,2014-01-06,5.0,1.0,2014-06-28,0.0,1,0.0,7.69,5.0,1,1,1,0
8803,5,2014-01-31,4.4,1.1,2014-02-16,40.0,0,20.0,2.02,4.2,0,0,0,1
8804,1,2014-01-01,4.9,1.0,2014-01-02,0.0,0,100.0,7.44,5.0,0,1,0,0
8805,0,2014-01-08,4.3,1.0,2014-05-10,0.0,0,100.0,2.62,5.0,0,1,0,0
8806,0,2014-01-11,4.0,1.0,2014-06-28,0.0,0,0.0,7.84,5.0,1,1,1,0
8807,3,2014-01-20,5.0,1.11,2014-06-24,11.1,1,77.8,3.4,4.9,1,1,1,0
8808,1,2014-01-18,4.0,1.0,2014-01-19,0.0,0,0.0,3.35,5.0,0,0,0,1
8809,0,2014-01-02,3.0,1.0,2014-04-13,0.0,0,0.0,3.46,5.0,0,1,0,1
8810,2,2014-01-17,4.0,1.0,2014-01-19,0.0,1,0.0,2.61,5.0,0,1,0,0
8811,2,2014-01-24,4.0,1.0,2014-02-16,0.0,0,0.0,6.98,5.0,0,0,0,1
8812,0,2014-01-10,5.0,1.0,2014-05-28,0.0,0,100.0,4.23,5.0,0,0,0,1
8813,1,2014-01-27,4.9,1.0,2014-01-29,0.0,0,100.0,9.44,5.0,0,1,0,1
8814,5,2014-01-18,4.8,1.0,2014-01-20,0.0,0,40.0,3.42,4.6,0,0,0,1
8815,3,2014-01-11,4.7,1.16,2014-06-13,21.4,1,57.1,2.93,4.7,1,1,1,0
8816,2,2014-01-05,5.0,1.23,2014-06-20,21.4,1,14.3,2.33,4.7,1,1,0,1
8817,0,2014-01-17,5.0,1.1,2014-03-16,20.0,1,0.0,4.78,4.8,0,0,0,1
8818,0,2014-01-11,4.9,1.0,2014-03-15,0.0,1,0.0,2.73,3.0,0,1,0,1
8819,1,2014-01-18,4.9,1.0,2014-01-18,0.0,0,0.0,7.0,5.0,0,1,0,1
8820,0,2014-01-25,5.0,1.25,2014-04-13,50.0,0,50.0,3.16,5.0,0,0,0,1
8821,1,2014-01-25,2.6,1.0,2014-03-22,0.0,0,57.1,1.51,5.0,0,1,0,1
8822,1,2014-01-16,5.0,1.0,2014-02-02,0.0,1,0.0,2.93,5.0,0,1,0,1
8823,47,2014-01-05,5.0,1.03,2014-06-30,5.4,1,79.5,4.46,4.8,1,1,0,1
8824,8,2014-01-11,4.8,1.0,2014-06-28,0.0,1,53.8,2.33,4.3,1,1,0,1
8825,1,2014-01-25,4.9,1.0,2014-01-26,0.0,0,0.0,3.87,5.0,0,0,0,0
8826,1,2014-01-31,4.7,1.07,2014-05-03,14.3,1,42.9,4.16,4.3,0,1,0,0
8827,6,2014-01-08,4.6,1.0,2014-06-12,0.0,0,64.7,2.15,4.7,1,1,0,1
8828,0,2014-01-24,5.0,1.0,2014-05-25,0.0,0,0.0,8.2,5.0,0,0,0,1
8829,1,2014-01-06,5.0,1.19,2014-02-27,25.0,1,75.0,6.71,5.0,0,1,0,1
8830,3,2014-01-21,4.3,1.27,2014-06-19,30.0,1,60.0,1.72,4.7,1,0,1,0
8831,1,2014-01-20,5.0,1.2,2014-05-16,20.0,1,90.0,4.85,5.0,0,0,0,1
8832,1,2014-01-24,5.0,1.5,2014-01-26,100.0,0,0.0,2.03,5.0,0,1,0,1
8833,1,2014-01-21,4.0,1.25,2014-06-08,33.3,0,33.3,2.84,5.0,1,1,0,0
8834,2,2014-01-18,4.9,1.0,2014-06-27,0.0,0,40.0,11.07,4.8,1,0,0,1
8835,5,2014-01-21,5.0,1.08,2014-06-15,11.1,1,66.7,8.33,5.0,1,1,0,1
8836,1,2014-01-01,4.9,1.0,2014-01-02,0.0,0,100.0,5.99,5.0,0,1,0,1
8837,1,2014-01-30,5.0,1.0,2014-01-31,0.0,0,100.0,2.92,5.0,0,1,0,1
8838,1,2014-01-31,5.0,1.0,2014-02-10,0.0,1,100.0,19.95,5.0,0,1,0,1
8839,1,2014-01-05,4.9,1.0,2014-05-24,0.0,1,50.0,4.26,5.0,0,0,0,1
8840,1,2014-01-31,4.5,1.0,2014-06-13,0.0,1,100.0,1.7,5.0,1,1,1,0
8841,4,2014-01-04,4.9,1.0,2014-06-22,0.0,1,12.5,3.51,4.9,1,1,0,0
8842,0,2014-01-08,3.7,1.0,2014-03-08,0.0,0,100.0,2.07,5.0,0,0,0,0
8843,1,2014-01-16,5.0,1.0,2014-02-09,0.0,0,0.0,1.26,5.0,0,1,1,0
8844,2,2014-01-19,4.0,1.0,2014-01-20,0.0,0,0.0,2.16,5.0,0,0,0,1
8845,2,2014-01-25,4.6,1.01,2014-06-11,4.5,1,72.7,2.78,4.7,1,1,0,0
8846,0,2014-01-17,5.0,1.0,2014-03-09,0.0,0,0.0,5.85,5.0,0,0,0,0
8847,0,2014-01-13,5.0,1.0,2014-04-10,0.0,0,100.0,18.06,5.0,0,1,0,1
8848,1,2014-01-18,5.0,1.0,2014-06-14,0.0,1,0.0,6.45,4.3,1,0,0,1
8849,2,2014-01-20,4.8,1.11,2014-04-27,14.3,1,64.3,2.1,4.8,0,0,0,1
8850,5,2014-01-24,4.4,1.07,2014-06-24,9.1,0,81.8,3.1,5.0,1,1,0,0
8851,8,2014-01-06,4.7,1.0,2014-06-27,0.0,1,83.3,6.34,4.8,1,0,0,1
8852,0,2014-01-14,5.0,1.0,2014-03-30,0.0,0,0.0,9.83,5.0,0,1,0,0
8853,2,2014-01-17,4.8,1.21,2014-06-20,28.6,0,71.4,3.32,5.0,1,1,0,1
8854,1,2014-01-14,5.0,1.0,2014-01-16,0.0,0,100.0,15.91,5.0,0,1,0,1
8855,0,2014-01-01,4.3,1.06,2014-06-29,11.1,0,66.7,2.48,5.0,1,1,0,1
8856,0,2014-01-12,4.9,1.0,2014-05-18,0.0,0,0.0,6.45,5.0,0,0,0,0
8857,1,2014-01-20,4.9,1.0,2014-02-03,0.0,1,100.0,1.62,5.0,0,1,0,1
8858,0,2014-01-25,4.7,1.0,2014-03-30,0.0,0,33.3,8.06,5.0,0,1,0,1
8859,0,2014-01-23,4.5,1.0,2014-04-18,0.0,1,100.0,1.66,4.7,0,1,0,0
8860,1,2014-01-18,3.0,1.0,2014-01-19,0.0,1,0.0,2.73,5.0,0,1,0,1
8861,0,2014-01-11,5.0,1.0,2014-02-18,0.0,0,100.0,5.35,5.0,0,1,0,0
8862,1,2014-01-10,4.9,1.0,2014-01-11,0.0,0,100.0,2.83,5.0,0,0,0,1
8863,2,2014-01-06,4.9,1.0,2014-06-27,0.0,1,100.0,2.29,5.0,1,1,0,1
8864,1,2014-01-06,5.0,1.0,2014-04-12,0.0,1,50.0,4.96,5.0,0,1,0,1
8865,3,2014-01-30,4.9,1.0,2014-06-13,0.0,0,66.7,1.95,4.2,1,1,0,1
8866,4,2014-01-11,5.0,1.0,2014-01-15,0.0,0,25.0,2.89,5.0,0,0,0,0
8867,1,2014-01-15,5.0,3.0,2014-01-16,100.0,0,100.0,2.32,5.0,0,1,0,1
8868,1,2014-01-15,5.0,1.0,2014-01-15,0.0,1,100.0,4.59,5.0,0,0,0,0
8869,0,2014-01-08,4.9,1.13,2014-04-16,12.5,0,100.0,3.63,5.0,0,0,1,0
8870,0,2014-01-08,5.0,1.0,2014-03-29,0.0,0,50.0,6.35,5.0,0,1,0,1
8871,1,2014-01-01,4.5,1.0,2014-05-24,0.0,0,82.4,3.93,4.3,0,0,0,1
8872,0,2014-01-08,4.9,1.0,2014-04-10,0.0,0,100.0,14.66,5.0,0,1,0,1
8873,5,2014-01-17,4.3,1.29,2014-05-22,17.9,1,74.4,2.88,4.6,0,0,0,0
8874,1,2014-01-14,5.0,1.0,2014-02-06,0.0,0,100.0,13.12,5.0,0,0,0,0
8875,0,2014-01-16,2.0,1.0,2014-04-05,0.0,1,50.0,6.43,3.5,0,0,0,1
8876,0,2014-01-29,4.9,1.0,2014-06-19,0.0,0,100.0,4.56,5.0,1,0,1,0
8877,1,2014-01-31,3.8,1.06,2014-06-15,12.5,0,93.8,4.03,4.9,1,1,1,0
8878,4,2014-01-12,4.9,1.02,2014-06-29,7.1,0,57.1,4.02,5.0,1,1,0,1
8879,6,2014-01-28,5.0,1.0,2014-02-14,0.0,1,100.0,5.33,5.0,0,0,0,1
8880,0,2014-01-21,4.8,1.0,2014-06-01,0.0,0,0.0,4.04,5.0,0,0,0,0
8881,1,2014-01-17,4.9,1.0,2014-06-22,0.0,1,0.0,5.54,5.0,1,1,0,0
8882,6,2014-01-07,4.9,1.03,2014-06-23,7.1,1,96.4,12.77,4.8,1,1,0,1
8883,3,2014-01-28,4.5,1.0,2014-06-25,0.0,0,72.7,2.34,4.7,1,1,0,1
8884,0,2014-01-15,4.9,1.0,2014-03-22,0.0,0,0.0,2.15,5.0,0,0,0,1
8885,1,2014-01-26,4.7,1.0,2014-06-29,0.0,0,33.3,5.02,4.8,1,1,1,0
8886,1,2014-01-18,4.0,1.0,2014-01-19,0.0,0,0.0,5.29,5.0,0,1,0,1
8887,1,2014-01-10,4.8,1.44,2014-04-21,25.0,0,100.0,7.24,4.3,0,1,0,1
8888,3,2014-01-01,4.9,1.0,2014-06-02,0.0,1,50.0,3.67,5.0,1,0,1,0
8889,21,2014-01-29,4.7,1.15,2014-06-20,16.1,1,77.4,3.99,4.7,1,1,0,1
8890,1,2014-01-02,4.9,1.0,2014-01-02,0.0,0,100.0,3.71,5.0,0,1,0,1
8891,2,2014-01-02,4.9,1.0,2014-06-30,0.0,1,75.0,10.05,4.6,1,1,0,1
8892,17,2014-01-17,4.7,1.1,2014-05-14,9.5,1,59.5,4.8,4.6,0,1,0,0
8893,1,2014-01-29,5.0,1.0,2014-03-06,0.0,1,100.0,10.31,5.0,0,1,0,0
8894,2,2014-01-27,4.9,1.0,2014-02-06,0.0,0,100.0,17.67,5.0,0,1,0,0
8895,2,2014-01-27,4.3,1.0,2014-06-14,0.0,1,87.5,2.88,4.9,1,1,0,1
8896,0,2014-01-26,4.9,1.0,2014-06-01,0.0,1,0.0,7.17,5.0,0,0,1,0
8897,1,2014-01-11,5.0,1.0,2014-01-12,0.0,0,0.0,5.21,1.0,0,1,0,1
8898,1,2014-01-23,5.0,1.1,2014-05-19,20.0,0,10.0,6.08,5.0,0,1,0,0
8899,3,2014-01-30,3.0,1.0,2014-03-27,0.0,1,75.0,2.54,5.0,0,0,0,0
8900,0,2014-01-15,5.0,1.0,2014-06-26,0.0,0,100.0,15.96,5.0,1,1,0,1
8901,1,2014-01-14,4.9,1.0,2014-01-14,0.0,1,100.0,13.92,5.0,0,0,0,1
8902,3,2014-01-10,4.7,1.0,2014-03-15,0.0,0,50.0,3.52,5.0,0,1,0,1
8903,6,2014-01-26,5.0,1.0,2014-03-14,0.0,1,100.0,1.58,5.0,0,0,0,1
8904,2,2014-01-31,4.9,1.0,2014-06-18,0.0,0,73.3,2.64,4.9,1,0,1,0
8905,1,2014-01-14,5.0,1.0,2014-04-24,0.0,1,100.0,9.71,5.0,0,1,0,0
8906,4,2014-01-25,4.8,1.0,2014-02-06,0.0,0,100.0,2.58,5.0,0,1,0,0
8907,1,2014-01-17,4.9,1.0,2014-01-18,0.0,0,0.0,10.86,5.0,0,0,0,0
8908,0,2014-01-13,5.0,1.0,2014-04-03,0.0,1,100.0,17.39,5.0,0,1,0,1
8909,0,2014-01-05,4.0,1.0,2014-05-16,0.0,0,40.0,2.59,5.0,0,1,0,1
8910,0,2014-01-17,4.8,1.15,2014-05-26,20.0,1,40.0,1.71,5.0,0,1,0,1
8911,3,2014-01-27,4.3,1.0,2014-05-16,0.0,0,60.0,6.56,4.2,0,1,0,1
8912,0,2014-01-10,3.0,1.0,2014-05-27,0.0,1,100.0,2.19,5.0,0,1,0,0
8913,1,2014-01-13,3.5,1.0,2014-06-28,0.0,0,64.3,5.49,4.7,1,1,0,1
8914,2,2014-01-31,4.0,1.0,2014-02-01,0.0,1,50.0,19.55,5.0,0,1,0,1
8915,1,2014-01-13,5.0,1.0,2014-04-11,0.0,0,100.0,5.04,5.0,0,0,0,1
8916,0,2014-01-14,5.0,1.0,2014-05-18,0.0,0,0.0,3.94,5.0,0,0,0,1
8917,17,2014-01-14,4.5,1.01,2014-04-23,5.3,0,94.7,2.15,4.9,0,1,0,1
8918,1,2014-01-27,5.0,1.0,2014-06-06,0.0,1,100.0,4.87,5.0,1,1,1,0
8919,1,2014-01-19,4.9,1.0,2014-01-31,0.0,1,100.0,9.8,5.0,0,1,0,0
8920,1,2014-01-31,5.0,1.0,2014-02-02,0.0,0,0.0,2.62,5.0,0,0,0,1
8921,0,2014-01-23,4.9,1.0,2014-05-19,0.0,0,100.0,2.28,5.0,0,1,0,1
8922,0,2014-01-18,4.9,1.0,2014-04-13,0.0,0,0.0,1.77,5.0,0,0,1,0
8923,0,2014-01-14,5.0,1.0,2014-04-11,0.0,0,100.0,3.82,4.8,0,1,0,1
8924,0,2014-01-24,5.0,1.0,2014-06-15,0.0,0,0.0,11.61,5.0,1,1,1,0
8925,0,2014-01-22,3.0,1.0,2014-03-04,0.0,0,100.0,4.24,5.0,0,1,0,1
8926,0,2014-01-07,4.9,2.25,2014-04-21,100.0,0,100.0,6.86,5.0,0,1,0,0
8927,0,2014-01-19,5.0,1.0,2014-05-18,0.0,0,50.0,6.48,5.0,0,1,0,0
8928,2,2014-01-03,5.0,1.0,2014-01-04,0.0,0,50.0,2.37,5.0,0,1,0,0
8929,3,2014-01-31,4.6,1.0,2014-06-18,0.0,0,45.5,4.29,4.2,1,0,0,0
8930,0,2014-01-07,4.0,1.0,2014-05-18,0.0,0,0.0,0.0,5.0,0,0,0,1
8931,5,2014-01-11,5.0,1.14,2014-06-29,21.2,1,48.5,2.83,4.6,1,1,1,0
8932,2,2014-01-19,5.0,1.13,2014-03-16,25.0,0,0.0,34.34,5.0,0,0,0,0
8933,2,2014-01-26,5.0,1.0,2014-06-30,0.0,0,62.5,13.89,5.0,1,1,1,0
8934,0,2014-01-01,4.3,1.85,2014-03-16,60.0,1,0.0,7.08,4.8,0,1,0,0
8935,5,2014-01-05,4.0,1.0,2014-03-16,0.0,1,0.0,1.78,4.6,0,1,0,1
8936,0,2014-01-12,4.0,1.33,2014-05-21,33.3,0,100.0,4.32,5.0,0,1,0,1
8937,4,2014-01-19,5.0,1.5,2014-02-08,75.0,0,75.0,2.5,4.8,0,0,0,1
8938,3,2014-01-07,4.3,1.25,2014-05-24,14.3,0,35.7,2.75,4.7,0,1,0,1
8939,0,2014-01-18,5.0,1.13,2014-05-09,50.0,0,100.0,2.12,5.0,0,1,1,0
8940,2,2014-01-18,5.0,1.0,2014-01-26,0.0,0,0.0,16.68,5.0,0,0,0,0
8941,2,2014-01-12,5.0,1.0,2014-01-13,0.0,0,0.0,1.2,5.0,0,1,0,0
8942,0,2014-01-01,4.9,1.0,2014-05-02,0.0,1,100.0,18.02,5.0,0,1,0,0
8943,1,2014-01-14,5.0,1.0,2014-01-15,0.0,0,100.0,0.92,5.0,0,1,0,1
8944,0,2014-01-01,4.9,1.25,2014-05-18,100.0,0,0.0,6.8,5.0,0,1,0,1
8945,0,2014-01-27,5.0,1.0,2014-06-27,0.0,1,100.0,7.05,4.3,1,1,0,1
8946,2,2014-01-23,5.0,1.0,2014-05-24,0.0,0,81.8,1.16,4.8,0,1,0,0
8947,8,2014-01-13,4.0,1.15,2014-06-28,19.2,1,58.9,2.2,4.9,1,1,1,0
8948,0,2014-01-25,3.9,1.1,2014-05-20,19.0,0,76.2,4.57,4.7,0,1,0,0
8949,3,2014-01-16,4.3,1.02,2014-06-28,8.3,1,50.0,7.79,5.0,1,1,0,0
8950,2,2014-01-24,4.5,1.0,2014-01-31,0.0,0,100.0,8.5,4.5,0,1,0,1
8951,2,2014-01-12,4.9,1.07,2014-05-20,11.1,0,61.1,5.42,4.9,0,1,0,1
8952,0,2014-01-19,4.9,1.0,2014-06-22,0.0,1,0.0,1.12,5.0,1,1,1,0
8953,2,2014-01-04,5.0,1.0,2014-05-25,0.0,1,33.3,8.31,4.7,0,1,0,1
8954,2,2014-01-18,4.0,1.42,2014-03-09,33.3,0,66.7,0.94,4.3,0,1,0,1
8955,7,2014-01-11,5.0,1.09,2014-06-11,16.8,0,65.6,3.14,4.9,1,1,1,0
8956,3,2014-01-06,4.9,1.07,2014-06-20,6.7,0,80.0,3.18,4.7,1,1,0,1
8957,2,2014-01-09,4.7,1.13,2014-06-17,8.3,0,75.0,3.59,5.0,1,1,0,0
8958,5,2014-01-03,4.5,1.0,2014-06-29,0.0,1,72.2,10.78,4.7,1,1,0,1
8959,3,2014-01-29,4.9,1.13,2014-06-29,19.0,1,57.1,3.3,4.8,1,1,1,0
8960,1,2014-01-25,1.0,1.0,2014-01-26,0.0,1,0.0,2.75,5.0,0,1,0,0
8961,1,2014-01-12,5.0,1.0,2014-01-13,0.0,0,0.0,14.02,5.0,0,1,1,0
8962,1,2014-01-06,4.9,1.0,2014-01-08,0.0,1,100.0,8.45,5.0,0,0,0,0
8963,2,2014-01-18,4.5,1.0,2014-04-19,0.0,0,33.3,1.79,5.0,0,1,0,1
8964,3,2014-01-05,3.0,1.0,2014-04-11,0.0,0,80.0,3.08,5.0,0,1,0,1
8965,0,2014-01-11,5.0,1.0,2014-06-13,0.0,0,100.0,2.73,4.5,1,1,0,0
8966,1,2014-01-18,4.9,1.75,2014-01-19,100.0,0,0.0,2.96,5.0,0,1,0,1
8967,2,2014-01-29,5.0,1.0,2014-05-24,0.0,0,100.0,2.32,5.0,0,1,0,0
8968,1,2014-01-28,4.7,1.17,2014-07-01,11.1,0,66.7,7.08,4.9,1,0,0,1
8969,1,2014-01-01,5.0,1.0,2014-05-03,0.0,0,66.7,3.44,4.8,0,1,0,1
8970,4,2014-01-31,4.8,1.19,2014-06-29,16.7,1,16.7,10.21,4.9,1,1,0,1
8971,2,2014-01-21,4.0,1.0,2014-04-05,0.0,0,66.7,2.92,3.7,0,0,0,1
8972,6,2014-01-13,4.8,1.24,2014-07-01,26.2,1,82.0,3.77,4.9,1,1,1,0
8973,1,2014-01-27,5.0,1.0,2014-06-21,0.0,1,66.7,9.89,5.0,1,0,1,0
8974,13,2014-01-17,4.8,1.17,2014-06-26,19.6,1,53.6,3.81,4.6,1,1,0,1
8975,0,2014-01-11,5.0,1.0,2014-04-27,0.0,0,0.0,0.73,5.0,0,0,1,0
