,appid,name,release_date,yrs_released,winter,spring,summer,fall,achievements,average_playtime,median_playtime,price,avg_owners,revenue,total_ratings,perc_pos_ratings,tags_per_game,multi,co-op,cont_supp,steam_achiev,steam_tc,steam_cloud,indie,action,adventure,casual,strategy,simulation,rpg,puzzle,2d,great_soundtrack,atmospheric,vr,difficult,story_rich,free_to_play,anime,horror,platformer,pixel_graphics,violent
20300,798650,Squeakers,2018-02-28,1,1,0,0,0,6,0,0,1.69,10000.0,16900.0,19,1.0,8,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20301,798670,Tactical Chronicle,2018-04-18,1,0,1,0,0,0,0,0,3.99,10000.0,39900.0,2,1.0,5,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20302,798680,Animosity,2018-08-20,1,0,0,1,0,0,0,0,7.19,10000.0,71900.0,6,1.0,6,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20303,798710,Voltage,2018-09-28,1,0,0,0,1,1,0,0,8.9,10000.0,89000.0,9,0.4444444444444444,19,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
20304,798720,SUPER ROBO MOUSE,2018-03-01,1,0,1,0,0,21,0,0,3.99,10000.0,39900.0,5,0.4,4,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20305,798730,rOt,2018-03-01,1,0,1,0,0,3,0,0,0.79,10000.0,7900.0,34,0.8823529411764706,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20306,798790,PolyCube,2018-11-19,1,0,0,0,1,23,0,0,3.99,10000.0,39900.0,10,0.9,7,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20307,798810,Natural Locomotion,2018-04-07,1,0,1,0,0,0,0,0,9.99,10000.0,99900.0,200,0.92,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20308,798830,The Commission: Organized Crime Grand Strategy,2018-08-23,1,0,0,1,0,20,0,0,15.49,10000.0,154900.0,30,0.5666666666666667,5,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20309,798840,Cry of War / 战争号角,2018-02-28,1,1,0,0,0,0,0,0,2.89,10000.0,28900.0,85,0.8588235294117647,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20310,798850,Achievement Lurker: Easiest Cosmetic Numbers,2018-03-21,1,0,1,0,0,4996,0,0,1.69,10000.0,16900.0,13,0.9230769230769231,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20311,798940,勇士冲冲冲-Classic Rodeo play,2018-03-27,1,0,1,0,0,34,0,0,0.0,10000.0,0.0,26,0.7307692307692307,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20312,798950,Logout,2018-05-01,1,0,1,0,0,0,0,0,0.0,10000.0,0.0,35,0.6285714285714286,5,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20313,798960,Putin takes taxes,2018-02-20,1,1,0,0,0,8,0,0,1.69,10000.0,16900.0,11,0.45454545454545453,13,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20314,799060,Biotix: Phage Genesis,2018-04-16,1,0,1,0,0,0,0,0,0.0,10000.0,0.0,10,0.8,4,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20315,799070,Zup! 8,2018-02-22,1,1,0,0,0,2220,193,213,0.79,75000.0,59250.0,968,0.9628099173553719,9,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20316,799080,5 Star Hawaii Resort - Your Resort,2018-03-09,1,0,1,0,0,15,0,0,6.19,10000.0,61900.00000000001,2,0.5,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20317,799110,Picrastination,2018-03-12,1,0,1,0,0,18,0,0,7.19,10000.0,71900.0,21,0.9523809523809523,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20318,799120,ZombieHunt,2018-02-20,1,1,0,0,0,0,3,3,4.79,10000.0,47900.0,18,0.1111111111111111,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20319,799180,Unfinished Battle,2018-03-12,1,0,1,0,0,19,0,0,1.69,10000.0,16900.0,5,1.0,5,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20320,799240,My Free Farm 2,2018-04-03,1,0,1,0,0,40,0,0,0.0,75000.0,0.0,214,0.4252336448598131,18,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20321,799260,Godly Corp,2018-12-13,1,1,0,0,0,16,0,0,5.79,10000.0,57900.0,27,0.9259259259259259,19,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20322,799270,Looney Rally,2018-02-17,1,1,0,0,0,0,0,0,2.09,10000.0,20900.0,8,0.375,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20323,799300,Go Guess,2018-04-27,1,0,1,0,0,0,0,0,0.0,10000.0,0.0,13,0.9230769230769231,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20324,799420,Shadow of the Black Dragon,2018-02-27,1,1,0,0,0,0,0,0,2.09,10000.0,20900.0,2,0.5,10,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20325,799460,Broken Metal,2018-10-24,1,0,0,0,1,0,0,0,0.0,10000.0,0.0,4,1.0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20326,799500,SurvivalZ,2018-02-19,1,1,0,0,0,0,0,0,0.79,10000.0,7900.0,131,0.5954198473282443,8,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20327,799510,Squidlit,2018-03-02,1,0,1,0,0,0,0,0,1.69,10000.0,16900.0,156,0.9294871794871795,19,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0
20328,799530,Psychopathics,2018-03-02,1,0,1,0,0,0,0,0,1.69,10000.0,16900.0,22,0.6818181818181818,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20329,799560,Blackbeard's Cove,2018-04-27,1,0,1,0,0,0,0,0,7.19,10000.0,71900.0,10,0.6,5,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20330,799570,Angles,2018-03-07,1,0,1,0,0,0,0,0,7.19,10000.0,71900.0,2,1.0,5,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20331,799590,Life Lessons,2018-05-10,1,0,1,0,0,11,0,0,2.09,10000.0,20900.0,5,1.0,8,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
20332,799610,Drill Arena,2018-02-25,1,1,0,0,0,8,0,0,0.79,10000.0,7900.0,12,0.4166666666666667,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20333,799620,Grim Wanderings,2018-02-27,1,1,0,0,0,0,0,0,1.99,10000.0,19900.0,17,0.7647058823529411,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20334,799670,Volantia,2018-05-03,1,0,1,0,0,0,0,0,10.29,10000.0,102899.99999999999,16,0.6875,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20335,799730,Guard of Wonderland VR,2018-04-17,1,0,1,0,0,22,0,0,11.39,10000.0,113900.0,15,0.7333333333333333,8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20336,799770,Alea,2018-02-20,1,1,0,0,0,0,0,0,5.79,10000.0,57900.0,3,1.0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20337,799800,Animals Memory: Cats,2018-02-20,1,1,0,0,0,50,0,0,0.79,10000.0,7900.0,16,0.875,8,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20338,799810,Returner 77,2018-04-11,1,0,1,0,0,5,0,0,5.79,10000.0,57900.0,35,0.7428571428571429,5,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20339,799840,Life and Debt: A Real Life Simulator,2018-02-28,1,1,0,0,0,41,0,0,3.99,10000.0,39900.0,18,0.7777777777777778,12,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20340,799860,BREATHE,2018-03-08,1,0,1,0,0,0,4,4,0.0,150000.0,0.0,288,0.4861111111111111,6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20341,799870,Neko Dungeon 喵酱迷城 喵醬迷城 ねこダンジョン,2018-08-17,1,0,0,1,0,5,0,0,5.79,10000.0,57900.0,27,0.5555555555555556,6,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20342,799890,REVENGER: Age of Morons,2018-03-26,1,0,1,0,0,0,0,0,0.79,10000.0,7900.0,11,0.18181818181818182,16,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20343,799910,Cheitha,2018-03-07,1,0,1,0,0,0,0,0,3.99,10000.0,39900.0,17,0.8823529411764706,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20344,800030,Magikiras,2018-03-08,1,0,1,0,0,13,0,0,2.89,10000.0,28900.0,8,0.375,4,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20345,800050,The Great Tournament,2018-02-09,1,1,0,0,0,20,0,0,3.99,10000.0,39900.0,18,0.8888888888888888,5,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20346,800110,XORPLE,2018-02-20,1,1,0,0,0,5000,0,0,3.99,10000.0,39900.0,28,0.39285714285714285,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20347,800120,Lonely Yuri,2018-03-06,1,0,1,0,0,0,0,0,7.19,10000.0,71900.0,45,0.9111111111111111,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20348,800130,SmartBoy,2018-02-20,1,1,0,0,0,0,0,0,3.99,10000.0,39900.0,8,0.375,4,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20349,800160,斗地主VR,2018-03-09,1,0,1,0,0,0,0,0,0.79,10000.0,7900.0,4,0.25,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20350,800180,Momoiro Closet,2018-05-07,1,0,1,0,0,35,0,0,23.79,10000.0,237900.0,33,0.9393939393939394,7,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20351,800190,The Adventures of Elena Temple,2018-03-15,1,0,1,0,0,20,0,0,4.49,10000.0,44900.0,24,1.0,20,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
20352,800200,Witching Tower VR,2018-10-25,1,0,0,0,1,19,0,0,15.49,10000.0,154900.0,61,0.8360655737704918,7,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
20353,800230,Viki Spotter: Megapolis,2018-02-20,1,1,0,0,0,298,0,0,1.69,10000.0,16900.0,24,0.9166666666666666,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20354,800240,Ghostly Matter,2018-07-12,1,0,0,1,0,35,0,0,9.99,10000.0,99900.0,25,0.72,6,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
20355,800270,Terraforming Mars,2018-10-17,1,0,0,0,1,20,0,0,19.49,10000.0,194899.99999999997,421,0.49406175771971494,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20356,800280,FLYVALNY 20!8,2018-03-12,1,0,1,0,0,0,0,0,0.79,10000.0,7900.0,39,0.8717948717948718,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20357,800290,ViSP - Virtual Space Port,2019-02-28,0,1,0,0,0,87,0,0,11.99,10000.0,119900.0,16,0.9375,14,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20358,800310,Paladin Duty - Knights and Blades,2018-03-07,1,0,1,0,0,5,0,0,4.79,10000.0,47900.0,18,0.2777777777777778,6,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20359,800320,Cubic Color,2018-03-30,1,0,1,0,0,11,0,0,0.99,10000.0,9900.0,7,0.42857142857142855,10,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
20360,800330,Color Circle,2018-03-30,1,0,1,0,0,11,0,0,0.99,10000.0,9900.0,5,0.8,9,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
20361,800350,Casino Blackjack,2018-02-23,1,1,0,0,0,0,0,0,2.09,10000.0,20900.0,2,1.0,5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20362,800380,Escape Room VR: Stories,2018-03-06,1,0,1,0,0,0,0,0,7.19,10000.0,71900.0,19,0.631578947368421,7,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20363,800390,Puppet Fever,2018-04-19,1,0,1,0,0,0,0,0,11.39,10000.0,113900.0,22,1.0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20364,800490,ALASKA,2018-02-22,1,1,0,0,0,0,0,0,4.99,10000.0,49900.0,15,0.6666666666666666,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20365,800510,RoboHeist VR,2018-04-13,1,0,1,0,0,0,0,0,10.29,10000.0,102899.99999999999,5,0.4,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20366,800520,Just a Jumping Square,2018-03-05,1,0,1,0,0,66,0,0,1.69,10000.0,16900.0,6,0.6666666666666666,7,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
20367,800530,Ninja jump,2018-02-28,1,1,0,0,0,0,29,29,2.89,10000.0,28900.0,19,0.3157894736842105,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20368,800550,DarkDIRE,2018-12-11,1,1,0,0,0,0,0,0,3.99,10000.0,39900.0,4,1.0,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20369,800560,The Great Tournament 2,2018-02-26,1,1,0,0,0,65,0,0,2.89,10000.0,28900.0,12,0.75,5,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20370,800580,Highway Wars,2018-03-15,1,0,1,0,0,68,0,0,2.89,10000.0,28900.0,11,0.6363636363636364,5,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20371,800600,Wayhaven Chronicles: Book One,2018-03-08,1,0,1,0,0,0,0,0,3.99,10000.0,39900.0,123,0.9512195121951219,6,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20372,800620,Fallen Hero: Rebirth,2018-03-15,1,0,1,0,0,65,0,0,2.89,10000.0,28900.0,107,0.9626168224299065,7,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20373,800640,Xtreme Paddleball,2018-03-08,1,0,1,0,0,16,0,0,3.99,10000.0,39900.0,9,0.8888888888888888,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20374,800650,The Last Operator,2018-09-05,1,0,0,0,1,0,0,0,11.39,10000.0,113900.0,18,0.6666666666666666,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20375,800660,Star Plantation,2018-03-05,1,0,1,0,0,18,0,0,4.79,10000.0,47900.0,5,0.6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20376,800670,NetStars - VR Goalie Trainer,2018-03-29,1,0,1,0,0,0,0,0,7.19,10000.0,71900.0,9,0.6666666666666666,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20377,800690,The Unlikely Legend of Rusty Pup,2018-10-19,1,0,0,0,1,33,0,0,12.99,10000.0,129900.0,14,1.0,12,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
20378,800700,Project Hastur,2019-02-12,0,1,0,0,0,0,0,0,3.99,10000.0,39900.0,7,0.8571428571428571,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20379,800710,Mad Zombie,2018-02-24,1,1,0,0,0,0,0,0,7.19,10000.0,71900.0,1,0.0,4,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20380,800720,Space Fighters,2018-04-02,1,0,1,0,0,23,0,0,1.69,10000.0,16900.0,1,1.0,8,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20381,800820,2236 A.D.,2018-05-11,1,0,1,0,0,0,0,0,11.39,10000.0,113900.0,15,0.9333333333333333,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20382,800840,Jesters Poker,2018-03-05,1,0,1,0,0,0,0,0,4.79,10000.0,47900.0,2,0.0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20383,800860,Omnicube,2018-05-31,1,0,1,0,0,4,0,0,5.19,10000.0,51900.00000000001,6,1.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20384,800910,FriendZoned Archer,2018-02-27,1,1,0,0,0,15,0,0,2.09,10000.0,20900.0,5,0.8,3,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20385,800930,Twin Blue Moons,2018-03-07,1,0,1,0,0,15,0,0,3.99,10000.0,39900.0,10,1.0,10,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20386,800980,One Man Army VR,2018-03-07,1,0,1,0,0,0,0,0,0.79,10000.0,7900.0,2,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20387,801010,Unsolved Stories,2018-03-14,1,0,1,0,0,0,0,0,1.69,10000.0,16900.0,13,0.46153846153846156,15,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20388,801020,Golden Dungeons,2018-03-03,1,0,1,0,0,63,0,0,0.79,35000.0,27650.0,71,0.49295774647887325,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20389,801040,Poly Universe,2018-07-20,1,0,0,1,0,4,0,0,7.19,10000.0,71900.0,73,0.8904109589041096,4,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20390,801060,ArcBall,2018-03-29,1,0,1,0,0,1,0,0,0.79,10000.0,7900.0,44,0.22727272727272727,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20391,801120,Kirchhoff's Revenge,2018-03-08,1,0,1,0,0,0,0,0,0.0,35000.0,0.0,46,0.8913043478260869,6,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20392,801150,IMM Defense,2018-02-22,1,1,0,0,0,0,0,0,0.79,10000.0,7900.0,2,0.5,5,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20393,801160,Robo Encryption Zup,2018-03-13,1,0,1,0,0,1,0,0,3.99,10000.0,39900.0,27,0.2222222222222222,6,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20394,801180,Beer Pong VR,2018-03-03,1,0,1,0,0,0,0,0,7.19,10000.0,71900.0,5,0.2,6,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20395,801200,Fitzzle Mighty Bears,2018-02-19,1,1,0,0,0,5000,0,0,3.99,10000.0,39900.0,23,0.5652173913043478,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20396,801210,Spellsword Cards: Demontide,2019-03-07,0,0,1,0,0,0,0,0,4.79,10000.0,47900.0,24,0.7083333333333334,18,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20397,801250,GOHOROBO,2018-03-20,1,0,1,0,0,13,0,0,2.89,10000.0,28900.0,1,1.0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20398,801260,NOSTALGIC TRAIN,2018-06-12,1,0,0,1,0,0,0,0,9.29,10000.0,92899.99999999999,88,0.7386363636363636,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20399,801280,Cowboy Escape,2018-02-26,1,1,0,0,0,0,0,0,0.79,10000.0,7900.0,48,0.3958333333333333,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20400,801290,Diabolic,2018-03-26,1,0,1,0,0,12,0,0,2.89,10000.0,28900.0,103,0.912621359223301,4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20401,801300,Digital Diamond Baseball V7,2018-03-29,1,0,1,0,0,0,0,0,4.79,10000.0,47900.0,7,1.0,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20402,801320,The Last Hope: Atomic Bomb - Crypto War,2018-04-06,1,0,1,0,0,0,0,0,0.79,10000.0,7900.0,26,0.5384615384615384,20,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1
20403,801330,Monkey Rush,2018-02-24,1,1,0,0,0,0,0,0,0.79,10000.0,7900.0,4,0.5,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20404,801340,Healer Simulator,2018-03-29,1,0,1,0,0,47,0,0,1.69,10000.0,16900.0,8,0.25,3,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20405,801360,Neon Brood,2018-04-27,1,0,1,0,0,0,0,0,0.79,10000.0,7900.0,28,0.5714285714285714,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20406,801380,MOVIT,2018-03-14,1,0,1,0,0,7,0,0,2.19,10000.0,21900.0,2,0.5,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20407,801410,Hidden Life,2018-03-16,1,0,1,0,0,0,0,0,0.79,10000.0,7900.0,3,1.0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20408,801490,HellCrunch,2018-03-16,1,0,1,0,0,9,0,0,2.89,10000.0,28900.0,7,0.7142857142857143,7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20409,801500,WannaMine,2018-02-28,1,1,0,0,0,23,0,0,0.79,10000.0,7900.0,2,1.0,12,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20410,801510,Only You,2018-02-19,1,1,0,0,0,42,0,0,2.09,10000.0,20900.0,82,0.7195121951219512,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20411,801600,夜雪冰娇,2018-03-30,1,0,1,0,0,0,0,0,6.19,10000.0,61900.00000000001,27,0.7037037037037037,7,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20412,801610,Amigo Fishing,2018-04-12,1,0,1,0,0,0,0,0,0.0,10000.0,0.0,18,0.3888888888888889,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20413,801630,UNDER NIGHT IN-BIRTH Exe:Late[st],2018-08-20,1,0,0,1,0,44,168,202,30.99,35000.0,1084650.0,557,0.940754039497307,18,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
20414,801660,Swapper Tiles,2018-05-07,1,0,1,0,0,0,0,0,0.79,10000.0,7900.0,2,1.0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20415,801700,AlpenCROSS,2018-04-05,1,0,1,0,0,0,0,0,5.19,10000.0,51900.00000000001,7,0.7142857142857143,7,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20416,801760,City Monsters,2018-03-16,1,0,1,0,0,0,0,0,0.79,10000.0,7900.0,5,1.0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20417,801770,Brutalism,2018-03-26,1,0,1,0,0,0,0,0,3.99,10000.0,39900.0,4,0.5,7,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20418,801780,"Haters, kill them all!",2018-02-22,1,1,0,0,0,11,0,0,0.79,10000.0,7900.0,22,0.36363636363636365,4,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
